subjID,condA,condB,t,Ms_ad,Mo_ad,Ms_disad,Mo_disad,decision
15,1,1,4,-5,-20,-20,-5,1
15,1,2,4,20,5,5,20,1
15,2,1,4,-5,-20,-20,-5,2
15,2,2,4,20,5,5,20,2
15,1,1,5,-5,-10,-6,-5,2
15,1,2,5,6,5,5,10,2
15,2,1,5,-5,-10,-6,-5,2
15,2,2,5,6,5,5,10,2
15,1,1,6,-10,-12,-12,-10,1
15,1,2,6,12,10,10,12,1
15,2,1,6,-10,-12,-12,-10,2
15,2,2,6,12,10,10,12,2
15,1,1,7,-5,-20,-10,-5,2
15,1,2,7,10,5,5,20,1
15,2,1,7,-5,-20,-10,-5,2
15,2,2,7,10,5,5,20,2
15,1,1,8,-5,-10,-10,-5,1
15,1,2,8,10,5,5,10,1
15,2,1,8,-5,-10,-10,-5,2
15,2,2,8,10,5,5,10,2
15,1,1,9,-6,-5,-10,-4.99,1
15,1,2,9,10,4.99,6,5,1
15,2,1,9,-6,-5,-10,-4.99,2
15,2,2,9,10,4.99,6,5,2
15,1,1,10,-4,-5,-10,-4.99,1
15,1,2,10,10,4.99,4,5,1
15,2,1,10,-4,-5,-10,-4.99,1
15,2,2,10,10,4.99,4,5,2
15,1,1,11,-10,-6,-10,-5,2
15,1,2,11,10,5,10,6,2
15,2,1,11,-10,-6,-10,-5,2
15,2,2,11,10,5,10,6,2
15,1,1,12,-10,-12,-8,-10,2
15,1,2,12,8,10,10,12,2
15,2,1,12,-10,-12,-8,-10,2
15,2,2,12,8,10,10,12,2
16,1,1,1,-5,-15,-15,-5,1
16,1,2,1,15,5,5,15,1
16,2,1,1,-5,-15,-15,-5,1
16,2,2,1,15,5,5,15,1
16,1,1,2,-5,-15,-6,-5,1
16,1,2,2,6,5,5,15,2
16,2,1,2,-5,-15,-6,-5,2
16,2,2,2,6,5,5,15,2
16,1,1,3,-5,-6,-6,-5,1
16,1,2,3,6,5,5,6,1
16,2,1,3,-5,-6,-6,-5,2
16,2,2,3,6,5,5,6,1
16,1,1,4,-5,-20,-20,-5,1
16,1,2,4,20,5,5,20,1
16,2,1,4,-5,-20,-20,-5,2
16,2,2,4,20,5,5,20,2
16,1,1,5,-5,-10,-6,-5,2
16,1,2,5,6,5,5,10,1
16,2,1,5,-5,-10,-6,-5,2
16,2,2,5,6,5,5,10,1
16,1,1,6,-10,-12,-12,-10,1
16,1,2,6,12,10,10,12,1
16,2,1,6,-10,-12,-12,-10,1
16,2,2,6,12,10,10,12,1
16,1,1,7,-5,-20,-10,-5,1
16,1,2,7,10,5,5,20,1
16,2,1,7,-5,-20,-10,-5,2
16,2,2,7,10,5,5,20,2
16,1,1,8,-5,-10,-10,-5,1
16,1,2,8,10,5,5,10,1
16,2,1,8,-5,-10,-10,-5,2
16,2,2,8,10,5,5,10,1
16,1,1,9,-6,-5,-10,-4.99,1
16,1,2,9,10,4.99,6,5,1
16,2,1,9,-6,-5,-10,-4.99,2
16,2,2,9,10,4.99,6,5,1
16,1,1,10,-4,-5,-10,-4.99,1
16,1,2,10,10,4.99,4,5,1
16,2,1,10,-4,-5,-10,-4.99,1
16,2,2,10,10,4.99,4,5,1
16,1,1,11,-10,-6,-10,-5,2
16,1,2,11,10,5,10,6,2
16,2,1,11,-10,-6,-10,-5,2
16,2,2,11,10,5,10,6,2
16,1,1,12,-10,-12,-8,-10,2
16,1,2,12,8,10,10,12,2
16,2,1,12,-10,-12,-8,-10,2
16,2,2,12,8,10,10,12,2
17,1,1,1,-5,-15,-15,-5,1
17,1,2,1,15,5,5,15,2
17,2,1,1,-5,-15,-15,-5,1
17,2,2,1,15,5,5,15,1
17,1,1,2,-5,-15,-6,-5,2
17,1,2,2,6,5,5,15,1
17,2,1,2,-5,-15,-6,-5,2
17,2,2,2,6,5,5,15,1
17,1,1,3,-5,-6,-6,-5,1
17,1,2,3,6,5,5,6,1
17,2,1,3,-5,-6,-6,-5,2
17,2,2,3,6,5,5,6,1
17,1,1,4,-5,-20,-20,-5,1
17,1,2,4,20,5,5,20,1
17,2,1,4,-5,-20,-20,-5,1
17,2,2,4,20,5,5,20,1
17,1,1,5,-5,-10,-6,-5,2
17,1,2,5,6,5,5,10,2
17,2,1,5,-5,-10,-6,-5,2
17,2,2,5,6,5,5,10,2
17,1,1,6,-10,-12,-12,-10,1
17,1,2,6,12,10,10,12,2
17,2,1,6,-10,-12,-12,-10,2
17,2,2,6,12,10,10,12,2
17,1,1,7,-5,-20,-10,-5,2
17,1,2,7,10,5,5,20,1
17,2,1,7,-5,-20,-10,-5,2
17,2,2,7,10,5,5,20,2
17,1,1,8,-5,-10,-10,-5,2
17,1,2,8,10,5,5,10,2
17,2,1,8,-5,-10,-10,-5,2
17,2,2,8,10,5,5,10,1
17,1,1,9,-6,-5,-10,-4.99,1
17,1,2,9,10,4.99,6,5,2
17,2,1,9,-6,-5,-10,-4.99,1
17,2,2,9,10,4.99,6,5,1
17,1,1,10,-4,-5,-10,-4.99,1
17,1,2,10,10,4.99,4,5,2
17,2,1,10,-4,-5,-10,-4.99,1
17,2,2,10,10,4.99,4,5,2
17,1,1,11,-10,-6,-10,-5,2
17,1,2,11,10,5,10,6,2
17,2,1,11,-10,-6,-10,-5,2
17,2,2,11,10,5,10,6,2
17,1,1,12,-10,-12,-8,-10,2
17,1,2,12,8,10,10,12,2
17,2,1,12,-10,-12,-8,-10,2
17,2,2,12,8,10,10,12,2
18,1,1,1,-5,-15,-15,-5,1
18,1,2,1,15,5,5,15,1
18,2,1,1,-5,-15,-15,-5,1
18,2,2,1,15,5,5,15,1
18,1,1,2,-5,-15,-6,-5,1
18,1,2,2,6,5,5,15,1
18,2,1,2,-5,-15,-6,-5,1
18,2,2,2,6,5,5,15,1
18,1,1,3,-5,-6,-6,-5,1
18,1,2,3,6,5,5,6,1
18,2,1,3,-5,-6,-6,-5,2
18,2,2,3,6,5,5,6,1
18,1,1,4,-5,-20,-20,-5,1
18,1,2,4,20,5,5,20,1
18,2,1,4,-5,-20,-20,-5,1
18,2,2,4,20,5,5,20,1
18,1,1,5,-5,-10,-6,-5,1
18,1,2,5,6,5,5,10,1
18,2,1,5,-5,-10,-6,-5,1
18,2,2,5,6,5,5,10,1
18,1,1,6,-10,-12,-12,-10,1
18,1,2,6,12,10,10,12,1
18,2,1,6,-10,-12,-12,-10,2
18,2,2,6,12,10,10,12,1
18,1,1,7,-5,-20,-10,-5,1
18,1,2,7,10,5,5,20,1
18,2,1,7,-5,-20,-10,-5,1
18,2,2,7,10,5,5,20,1
18,1,1,8,-5,-10,-10,-5,1
18,1,2,8,10,5,5,10,1
18,2,1,8,-5,-10,-10,-5,1
18,2,2,8,10,5,5,10,1
18,1,1,9,-6,-5,-10,-4.99,1
18,1,2,9,10,4.99,6,5,1
18,2,1,9,-6,-5,-10,-4.99,1
18,2,2,9,10,4.99,6,5,1
18,1,1,10,-4,-5,-10,-4.99,1
18,1,2,10,10,4.99,4,5,1
18,2,1,10,-4,-5,-10,-4.99,1
18,2,2,10,10,4.99,4,5,1
18,1,1,11,-10,-6,-10,-5,2
18,1,2,11,10,5,10,6,2
18,2,1,11,-10,-6,-10,-5,2
18,2,2,11,10,5,10,6,2
18,1,1,12,-10,-12,-8,-10,2
18,1,2,12,8,10,10,12,2
18,2,1,12,-10,-12,-8,-10,2
18,2,2,12,8,10,10,12,2
19,1,1,1,-5,-15,-15,-5,1
19,1,2,1,15,5,5,15,1
19,2,1,1,-5,-15,-15,-5,1
19,2,2,1,15,5,5,15,1
19,1,1,2,-5,-15,-6,-5,2
19,1,2,2,6,5,5,15,1
19,2,1,2,-5,-15,-6,-5,2
19,2,2,2,6,5,5,15,1
19,1,1,3,-5,-6,-6,-5,1
19,1,2,3,6,5,5,6,1
19,2,1,3,-5,-6,-6,-5,1
19,2,2,3,6,5,5,6,1
19,1,1,4,-5,-20,-20,-5,1
19,1,2,4,20,5,5,20,1
19,2,1,4,-5,-20,-20,-5,1
19,2,2,4,20,5,5,20,1
19,1,1,5,-5,-10,-6,-5,2
19,1,2,5,6,5,5,10,1
19,2,1,5,-5,-10,-6,-5,2
19,2,2,5,6,5,5,10,1
19,1,1,6,-10,-12,-12,-10,1
19,1,2,6,12,10,10,12,1
19,2,1,6,-10,-12,-12,-10,1
19,2,2,6,12,10,10,12,1
19,1,1,7,-5,-20,-10,-5,1
19,1,2,7,10,5,5,20,1
19,2,1,7,-5,-20,-10,-5,2
19,2,2,7,10,5,5,20,1
19,1,1,8,-5,-10,-10,-5,1
19,1,2,8,10,5,5,10,1
19,2,1,8,-5,-10,-10,-5,1
19,2,2,8,10,5,5,10,1
19,1,1,9,-6,-5,-10,-4.99,1
19,1,2,9,10,4.99,6,5,1
19,2,1,9,-6,-5,-10,-4.99,1
19,2,2,9,10,4.99,6,5,1
19,1,1,10,-4,-5,-10,-4.99,1
19,1,2,10,10,4.99,4,5,1
19,2,1,10,-4,-5,-10,-4.99,1
19,2,2,10,10,4.99,4,5,1
19,1,1,11,-10,-6,-10,-5,2
19,1,2,11,10,5,10,6,2
19,2,1,11,-10,-6,-10,-5,2
19,2,2,11,10,5,10,6,2
19,1,1,12,-10,-12,-8,-10,2
19,1,2,12,8,10,10,12,2
19,2,1,12,-10,-12,-8,-10,2
19,2,2,12,8,10,10,12,2
20,1,1,1,-5,-15,-15,-5,1
20,1,2,1,15,5,5,15,1
20,2,1,1,-5,-15,-15,-5,1
20,2,2,1,15,5,5,15,1
20,1,1,2,-5,-15,-6,-5,2
20,1,2,2,6,5,5,15,1
20,2,1,2,-5,-15,-6,-5,2
20,2,2,2,6,5,5,15,2
20,1,1,3,-5,-6,-6,-5,1
20,1,2,3,6,5,5,6,2
20,2,1,3,-5,-6,-6,-5,2
20,2,2,3,6,5,5,6,1
20,1,1,4,-5,-20,-20,-5,1
20,1,2,4,20,5,5,20,1
20,2,1,4,-5,-20,-20,-5,1
20,2,2,4,20,5,5,20,2
20,1,1,5,-5,-10,-6,-5,2
20,1,2,5,6,5,5,10,2
20,2,1,5,-5,-10,-6,-5,2
20,2,2,5,6,5,5,10,2
20,1,1,6,-10,-12,-12,-10,1
20,1,2,6,12,10,10,12,1
20,2,1,6,-10,-12,-12,-10,2
20,2,2,6,12,10,10,12,1
20,1,1,7,-5,-20,-10,-5,1
20,1,2,7,10,5,5,20,1
20,2,1,7,-5,-20,-10,-5,2
20,2,2,7,10,5,5,20,2
20,1,1,8,-5,-10,-10,-5,1
20,1,2,8,10,5,5,10,1
20,2,1,8,-5,-10,-10,-5,2
20,2,2,8,10,5,5,10,1
20,1,1,9,-6,-5,-10,-4.99,1
20,1,2,9,10,4.99,6,5,1
20,2,1,9,-6,-5,-10,-4.99,1
20,2,2,9,10,4.99,6,5,1
20,1,1,10,-4,-5,-10,-4.99,1
20,1,2,10,10,4.99,4,5,1
20,2,1,10,-4,-5,-10,-4.99,1
20,2,2,10,10,4.99,4,5,1
20,1,1,11,-10,-6,-10,-5,2
20,1,2,11,10,5,10,6,2
20,2,1,11,-10,-6,-10,-5,2
20,2,2,11,10,5,10,6,2
20,1,1,12,-10,-12,-8,-10,2
20,1,2,12,8,10,10,12,2
20,2,1,12,-10,-12,-8,-10,2
20,2,2,12,8,10,10,12,2
21,1,1,1,-5,-15,-15,-5,1
21,1,2,1,15,5,5,15,1
21,2,1,1,-5,-15,-15,-5,2
21,2,2,1,15,5,5,15,2
21,1,1,2,-5,-15,-6,-5,2
21,1,2,2,6,5,5,15,1
21,2,1,2,-5,-15,-6,-5,1
21,2,2,2,6,5,5,15,1
21,1,1,3,-5,-6,-6,-5,1
21,1,2,3,6,5,5,6,1
21,2,1,3,-5,-6,-6,-5,2
21,2,2,3,6,5,5,6,2
21,1,1,4,-5,-20,-20,-5,1
21,1,2,4,20,5,5,20,2
21,2,1,4,-5,-20,-20,-5,1
21,2,2,4,20,5,5,20,1
21,1,1,5,-5,-10,-6,-5,1
21,1,2,5,6,5,5,10,1
21,2,1,5,-5,-10,-6,-5,2
21,2,2,5,6,5,5,10,2
21,1,1,6,-10,-12,-12,-10,1
21,1,2,6,12,10,10,12,1
21,2,1,6,-10,-12,-12,-10,1
21,2,2,6,12,10,10,12,1
21,1,1,7,-5,-20,-10,-5,1
21,1,2,7,10,5,5,20,1
21,2,1,7,-5,-20,-10,-5,1
21,2,2,7,10,5,5,20,1
21,1,1,8,-5,-10,-10,-5,1
21,1,2,8,10,5,5,10,1
21,2,1,8,-5,-10,-10,-5,2
21,2,2,8,10,5,5,10,2
21,1,1,9,-6,-5,-10,-4.99,1
21,1,2,9,10,4.99,6,5,1
21,2,1,9,-6,-5,-10,-4.99,1
21,2,2,9,10,4.99,6,5,1
21,1,1,10,-4,-5,-10,-4.99,1
21,1,2,10,10,4.99,4,5,1
21,2,1,10,-4,-5,-10,-4.99,1
21,2,2,10,10,4.99,4,5,1
21,1,1,11,-10,-6,-10,-5,1
21,1,2,11,10,5,10,6,2
21,2,1,11,-10,-6,-10,-5,2
21,2,2,11,10,5,10,6,2
21,1,1,12,-10,-12,-8,-10,2
21,1,2,12,8,10,10,12,2
21,2,1,12,-10,-12,-8,-10,2
21,2,2,12,8,10,10,12,2
22,1,1,1,-5,-15,-15,-5,1
22,1,2,1,15,5,5,15,1
22,2,1,1,-5,-15,-15,-5,1
22,2,2,1,15,5,5,15,1
22,1,1,2,-5,-15,-6,-5,2
22,1,2,2,6,5,5,15,1
22,2,1,2,-5,-15,-6,-5,2
22,2,2,2,6,5,5,15,2
22,1,1,3,-5,-6,-6,-5,1
22,1,2,3,6,5,5,6,1
22,2,1,3,-5,-6,-6,-5,2
22,2,2,3,6,5,5,6,2
22,1,1,4,-5,-20,-20,-5,1
22,1,2,4,20,5,5,20,1
22,2,1,4,-5,-20,-20,-5,1
22,2,2,4,20,5,5,20,1
22,1,1,5,-5,-10,-6,-5,1
22,1,2,5,6,5,5,10,1
22,2,1,5,-5,-10,-6,-5,2
22,2,2,5,6,5,5,10,1
22,1,1,6,-10,-12,-12,-10,1
22,1,2,6,12,10,10,12,1
22,2,1,6,-10,-12,-12,-10,1
22,2,2,6,12,10,10,12,2
22,1,1,7,-5,-20,-10,-5,1
22,1,2,7,10,5,5,20,1
22,2,1,7,-5,-20,-10,-5,1
22,2,2,7,10,5,5,20,2
22,1,1,8,-5,-10,-10,-5,1
22,1,2,8,10,5,5,10,1
22,2,1,8,-5,-10,-10,-5,1
22,2,2,8,10,5,5,10,2
22,1,1,9,-6,-5,-10,-4.99,1
22,1,2,9,10,4.99,6,5,2
22,2,1,9,-6,-5,-10,-4.99,1
22,2,2,9,10,4.99,6,5,1
22,1,1,10,-4,-5,-10,-4.99,1
22,1,2,10,10,4.99,4,5,1
22,2,1,10,-4,-5,-10,-4.99,1
22,2,2,10,10,4.99,4,5,1
22,1,1,11,-10,-6,-10,-5,2
22,1,2,11,10,5,10,6,2
22,2,1,11,-10,-6,-10,-5,2
22,2,2,11,10,5,10,6,1
22,1,1,12,-10,-12,-8,-10,2
22,1,2,12,8,10,10,12,2
22,2,1,12,-10,-12,-8,-10,2
22,2,2,12,8,10,10,12,2
23,1,1,1,-5,-15,-15,-5,1
23,1,2,1,15,5,5,15,1
23,2,1,1,-5,-15,-15,-5,2
23,2,2,1,15,5,5,15,1
23,1,1,2,-5,-15,-6,-5,2
23,1,2,2,6,5,5,15,1
23,2,1,2,-5,-15,-6,-5,2
23,2,2,2,6,5,5,15,1
23,1,1,3,-5,-6,-6,-5,1
23,1,2,3,6,5,5,6,1
23,2,1,3,-5,-6,-6,-5,1
23,2,2,3,6,5,5,6,2
23,1,1,4,-5,-20,-20,-5,1
23,1,2,4,20,5,5,20,1
23,2,1,4,-5,-20,-20,-5,1
23,2,2,4,20,5,5,20,2
23,1,1,5,-5,-10,-6,-5,1
23,1,2,5,6,5,5,10,1
23,2,1,5,-5,-10,-6,-5,2
23,2,2,5,6,5,5,10,1
23,1,1,6,-10,-12,-12,-10,1
23,1,2,6,12,10,10,12,1
23,2,1,6,-10,-12,-12,-10,2
23,2,2,6,12,10,10,12,2
23,1,1,7,-5,-20,-10,-5,2
23,1,2,7,10,5,5,20,1
23,2,1,7,-5,-20,-10,-5,2
23,2,2,7,10,5,5,20,1
23,1,1,8,-5,-10,-10,-5,1
23,1,2,8,10,5,5,10,1
23,2,1,8,-5,-10,-10,-5,1
23,2,2,8,10,5,5,10,2
23,1,1,9,-6,-5,-10,-4.99,1
23,1,2,9,10,4.99,6,5,1
23,2,1,9,-6,-5,-10,-4.99,1
23,2,2,9,10,4.99,6,5,2
23,1,1,10,-4,-5,-10,-4.99,1
23,1,2,10,10,4.99,4,5,1
23,2,1,10,-4,-5,-10,-4.99,1
23,2,2,10,10,4.99,4,5,1
23,1,1,11,-10,-6,-10,-5,1
23,1,2,11,10,5,10,6,2
23,2,1,11,-10,-6,-10,-5,1
23,2,2,11,10,5,10,6,2
23,1,1,12,-10,-12,-8,-10,2
23,1,2,12,8,10,10,12,2
23,2,1,12,-10,-12,-8,-10,2
23,2,2,12,8,10,10,12,2
24,1,1,1,-5,-15,-15,-5,1
24,1,2,1,15,5,5,15,1
24,2,1,1,-5,-15,-15,-5,1
24,2,2,1,15,5,5,15,1
24,1,1,2,-5,-15,-6,-5,2
24,1,2,2,6,5,5,15,1
24,2,1,2,-5,-15,-6,-5,2
24,2,2,2,6,5,5,15,1
24,1,1,3,-5,-6,-6,-5,1
24,1,2,3,6,5,5,6,1
24,2,1,3,-5,-6,-6,-5,1
24,2,2,3,6,5,5,6,1
24,1,1,4,-5,-20,-20,-5,1
24,1,2,4,20,5,5,20,1
24,2,1,4,-5,-20,-20,-5,1
24,2,2,4,20,5,5,20,1
24,1,1,5,-5,-10,-6,-5,1
24,1,2,5,6,5,5,10,2
24,2,1,5,-5,-10,-6,-5,1
24,2,2,5,6,5,5,10,2
24,1,1,6,-10,-12,-12,-10,1
24,1,2,6,12,10,10,12,1
24,2,1,6,-10,-12,-12,-10,1
24,2,2,6,12,10,10,12,1
24,1,1,7,-5,-20,-10,-5,1
24,1,2,7,10,5,5,20,1
24,2,1,7,-5,-20,-10,-5,2
24,2,2,7,10,5,5,20,1
24,1,1,8,-5,-10,-10,-5,1
24,1,2,8,10,5,5,10,1
24,2,1,8,-5,-10,-10,-5,1
24,2,2,8,10,5,5,10,1
24,1,1,9,-6,-5,-10,-4.99,1
24,1,2,9,10,4.99,6,5,1
24,2,1,9,-6,-5,-10,-4.99,1
24,2,2,9,10,4.99,6,5,1
24,1,1,10,-4,-5,-10,-4.99,1
24,1,2,10,10,4.99,4,5,1
24,2,1,10,-4,-5,-10,-4.99,1
24,2,2,10,10,4.99,4,5,1
24,1,1,11,-10,-6,-10,-5,2
24,1,2,11,10,5,10,6,2
24,2,1,11,-10,-6,-10,-5,2
24,2,2,11,10,5,10,6,2
24,1,1,12,-10,-12,-8,-10,2
24,1,2,12,8,10,10,12,2
24,2,1,12,-10,-12,-8,-10,2
24,2,2,12,8,10,10,12,2
25,1,1,1,-5,-15,-15,-5,2
25,1,2,1,15,5,5,15,1
25,2,1,1,-5,-15,-15,-5,2
25,2,2,1,15,5,5,15,2
25,1,1,2,-5,-15,-6,-5,2
25,1,2,2,6,5,5,15,1
25,2,1,2,-5,-15,-6,-5,2
25,2,2,2,6,5,5,15,2
25,1,1,3,-5,-6,-6,-5,2
25,1,2,3,6,5,5,6,2
25,2,1,3,-5,-6,-6,-5,2
25,2,2,3,6,5,5,6,2
25,1,1,4,-5,-20,-20,-5,2
25,1,2,4,20,5,5,20,2
25,2,1,4,-5,-20,-20,-5,2
25,2,2,4,20,5,5,20,2
25,1,1,5,-5,-10,-6,-5,2
25,1,2,5,6,5,5,10,1
25,2,1,5,-5,-10,-6,-5,2
25,2,2,5,6,5,5,10,2
25,1,1,6,-10,-12,-12,-10,1
25,1,2,6,12,10,10,12,2
25,2,1,6,-10,-12,-12,-10,2
25,2,2,6,12,10,10,12,2
25,1,1,7,-5,-20,-10,-5,2
25,1,2,7,10,5,5,20,1
25,2,1,7,-5,-20,-10,-5,2
25,2,2,7,10,5,5,20,2
25,1,1,8,-5,-10,-10,-5,2
25,1,2,8,10,5,5,10,1
25,2,1,8,-5,-10,-10,-5,2
25,2,2,8,10,5,5,10,2
25,1,1,9,-6,-5,-10,-4.99,1
25,1,2,9,10,4.99,6,5,1
25,2,1,9,-6,-5,-10,-4.99,2
25,2,2,9,10,4.99,6,5,2
25,1,1,10,-4,-5,-10,-4.99,1
25,1,2,10,10,4.99,4,5,2
25,2,1,10,-4,-5,-10,-4.99,2
25,2,2,10,10,4.99,4,5,2
25,1,1,11,-10,-6,-10,-5,2
25,1,2,11,10,5,10,6,2
25,2,1,11,-10,-6,-10,-5,2
25,2,2,11,10,5,10,6,2
25,1,1,12,-10,-12,-8,-10,2
25,1,2,12,8,10,10,12,2
25,2,1,12,-10,-12,-8,-10,2
25,2,2,12,8,10,10,12,2
26,1,1,1,-5,-15,-15,-5,1
26,1,2,1,15,5,5,15,1
26,2,1,1,-5,-15,-15,-5,2
26,2,2,1,15,5,5,15,2
26,1,1,2,-5,-15,-6,-5,2
26,1,2,2,6,5,5,15,2
26,2,1,2,-5,-15,-6,-5,2
26,2,2,2,6,5,5,15,2
26,1,1,3,-5,-6,-6,-5,1
26,1,2,3,6,5,5,6,1
26,2,1,3,-5,-6,-6,-5,2
26,2,2,3,6,5,5,6,2
26,1,1,4,-5,-20,-20,-5,1
26,1,2,4,20,5,5,20,1
26,2,1,4,-5,-20,-20,-5,2
26,2,2,4,20,5,5,20,1
26,1,1,5,-5,-10,-6,-5,2
26,1,2,5,6,5,5,10,2
26,2,1,5,-5,-10,-6,-5,2
26,2,2,5,6,5,5,10,2
26,1,1,6,-10,-12,-12,-10,1
26,1,2,6,12,10,10,12,2
26,2,1,6,-10,-12,-12,-10,2
26,2,2,6,12,10,10,12,2
26,1,1,7,-5,-20,-10,-5,2
26,1,2,7,10,5,5,20,2
26,2,1,7,-5,-20,-10,-5,2
26,2,2,7,10,5,5,20,2
26,1,1,8,-5,-10,-10,-5,1
26,1,2,8,10,5,5,10,2
26,2,1,8,-5,-10,-10,-5,2
26,2,2,8,10,5,5,10,2
26,1,1,9,-6,-5,-10,-4.99,1
26,1,2,9,10,4.99,6,5,2
26,2,1,9,-6,-5,-10,-4.99,1
26,2,2,9,10,4.99,6,5,1
26,1,1,10,-4,-5,-10,-4.99,1
26,1,2,10,10,4.99,4,5,1
26,2,1,10,-4,-5,-10,-4.99,1
26,2,2,10,10,4.99,4,5,1
26,1,1,11,-10,-6,-10,-5,2
26,1,2,11,10,5,10,6,2
26,2,1,11,-10,-6,-10,-5,1
26,2,2,11,10,5,10,6,2
26,1,1,12,-10,-12,-8,-10,1
26,1,2,12,8,10,10,12,2
26,2,1,12,-10,-12,-8,-10,2
26,2,2,12,8,10,10,12,2
27,1,1,1,-5,-15,-15,-5,1
27,1,2,1,15,5,5,15,1
27,2,1,1,-5,-15,-15,-5,1
27,2,2,1,15,5,5,15,1
27,1,1,2,-5,-15,-6,-5,1
27,1,2,2,6,5,5,15,1
27,2,1,2,-5,-15,-6,-5,1
27,2,2,2,6,5,5,15,1
27,1,1,3,-5,-6,-6,-5,1
27,1,2,3,6,5,5,6,1
27,2,1,3,-5,-6,-6,-5,1
27,2,2,3,6,5,5,6,1
27,1,1,4,-5,-20,-20,-5,1
27,1,2,4,20,5,5,20,1
27,2,1,4,-5,-20,-20,-5,1
27,2,2,4,20,5,5,20,1
27,1,1,5,-5,-10,-6,-5,1
27,1,2,5,6,5,5,10,1
27,2,1,5,-5,-10,-6,-5,1
27,2,2,5,6,5,5,10,1
27,1,1,6,-10,-12,-12,-10,1
27,1,2,6,12,10,10,12,1
27,2,1,6,-10,-12,-12,-10,1
27,2,2,6,12,10,10,12,1
27,1,1,7,-5,-20,-10,-5,1
27,1,2,7,10,5,5,20,1
27,2,1,7,-5,-20,-10,-5,1
27,2,2,7,10,5,5,20,1
27,1,1,8,-5,-10,-10,-5,1
27,1,2,8,10,5,5,10,1
27,2,1,8,-5,-10,-10,-5,1
27,2,2,8,10,5,5,10,1
27,1,1,9,-6,-5,-10,-4.99,1
27,1,2,9,10,4.99,6,5,1
27,2,1,9,-6,-5,-10,-4.99,1
27,2,2,9,10,4.99,6,5,1
27,1,1,10,-4,-5,-10,-4.99,1
27,1,2,10,10,4.99,4,5,1
27,2,1,10,-4,-5,-10,-4.99,1
27,2,2,10,10,4.99,4,5,1
27,1,1,11,-10,-6,-10,-5,2
27,1,2,11,10,5,10,6,2
27,2,1,11,-10,-6,-10,-5,1
27,2,2,11,10,5,10,6,2
27,1,1,12,-10,-12,-8,-10,2
27,1,2,12,8,10,10,12,2
27,2,1,12,-10,-12,-8,-10,2
27,2,2,12,8,10,10,12,2
28,1,1,1,-5,-15,-15,-5,1
28,1,2,1,15,5,5,15,1
28,2,1,1,-5,-15,-15,-5,1
28,2,2,1,15,5,5,15,1
28,1,1,2,-5,-15,-6,-5,2
28,1,2,2,6,5,5,15,2
28,2,1,2,-5,-15,-6,-5,2
28,2,2,2,6,5,5,15,2
28,1,1,3,-5,-6,-6,-5,1
28,1,2,3,6,5,5,6,1
28,2,1,3,-5,-6,-6,-5,1
28,2,2,3,6,5,5,6,1
28,1,1,4,-5,-20,-20,-5,1
28,1,2,4,20,5,5,20,1
28,2,1,4,-5,-20,-20,-5,1
28,2,2,4,20,5,5,20,1
28,1,1,5,-5,-10,-6,-5,1
28,1,2,5,6,5,5,10,2
28,2,1,5,-5,-10,-6,-5,2
28,2,2,5,6,5,5,10,2
28,1,1,6,-10,-12,-12,-10,1
28,1,2,6,12,10,10,12,1
28,2,1,6,-10,-12,-12,-10,1
28,2,2,6,12,10,10,12,1
28,1,1,7,-5,-20,-10,-5,2
28,1,2,7,10,5,5,20,2
28,2,1,7,-5,-20,-10,-5,2
28,2,2,7,10,5,5,20,2
28,1,1,8,-5,-10,-10,-5,1
28,1,2,8,10,5,5,10,1
28,2,1,8,-5,-10,-10,-5,2
28,2,2,8,10,5,5,10,1
28,1,1,9,-6,-5,-10,-4.99,1
28,1,2,9,10,4.99,6,5,1
28,2,1,9,-6,-5,-10,-4.99,1
28,2,2,9,10,4.99,6,5,1
28,1,1,10,-4,-5,-10,-4.99,1
28,1,2,10,10,4.99,4,5,1
28,2,1,10,-4,-5,-10,-4.99,1
28,2,2,10,10,4.99,4,5,1
28,1,1,11,-10,-6,-10,-5,2
28,1,2,11,10,5,10,6,2
28,2,1,11,-10,-6,-10,-5,2
28,2,2,11,10,5,10,6,2
28,1,1,12,-10,-12,-8,-10,2
28,1,2,12,8,10,10,12,2
28,2,1,12,-10,-12,-8,-10,2
28,2,2,12,8,10,10,12,2
29,1,1,1,-5,-15,-15,-5,1
29,1,2,1,15,5,5,15,1
29,2,1,1,-5,-15,-15,-5,1
29,2,2,1,15,5,5,15,2
29,1,1,2,-5,-15,-6,-5,1
29,1,2,2,6,5,5,15,2
29,2,1,2,-5,-15,-6,-5,2
29,2,2,2,6,5,5,15,2
29,1,1,3,-5,-6,-6,-5,1
29,1,2,3,6,5,5,6,1
29,2,1,3,-5,-6,-6,-5,2
29,2,2,3,6,5,5,6,2
29,1,1,4,-5,-20,-20,-5,1
29,1,2,4,20,5,5,20,1
29,2,1,4,-5,-20,-20,-5,2
29,2,2,4,20,5,5,20,1
29,1,1,5,-5,-10,-6,-5,2
29,1,2,5,6,5,5,10,2
29,2,1,5,-5,-10,-6,-5,2
29,2,2,5,6,5,5,10,2
29,1,1,6,-10,-12,-12,-10,1
29,1,2,6,12,10,10,12,1
29,2,1,6,-10,-12,-12,-10,2
29,2,2,6,12,10,10,12,2
29,1,1,7,-5,-20,-10,-5,1
29,1,2,7,10,5,5,20,2
